Game,Move,White,Black,White_moved,Black_moved,move_detail_white,move_detail_black,Result,WhiteRank,BlackRank,white_rank_text,black_rank_text,statuss
218,43,Kf3,Rf8+,Moved,Check,,,0-1,1365,1495,competente,competente,competente
218,44,Kg3,Ka7,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,45,Rf3,Rxf3+,Moved,Take Rook and check ,,,0-1,1365,1495,competente,competente,competente
218,46,Kxf3,b5,Take Rook  ,Moved,,,0-1,1365,1495,competente,competente,competente
218,47,a5,Kb7,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,48,Ne5,Kc8,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,49,Nc6,Kd7,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,50,Nb8+,Kc8,Check,Moved,,,0-1,1365,1495,competente,competente,competente
218,51,Nc6,Kb7,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,52,Ne5,Ng5+,Moved,Check,,,0-1,1365,1495,competente,competente,competente
218,53,Ke3,Ne4,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,54,Kd3,c6,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,55,Nd7,Kc7,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,56,Ne5,Kd6,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,57,Nf7+,Kc7,Check,Moved,,,0-1,1365,1495,competente,competente,competente
218,58,Ne5,Nf2+,Moved,Check,,,0-1,1365,1495,competente,competente,competente
218,59,Kd2,Kd6,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,60,Nf7+,Ke7,Check,Moved,,,0-1,1365,1495,competente,competente,competente
218,61,Ne5,Ke6,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,62,Ke3,Ne4,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,63,Kd3,Kf5,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,64,Nxc6,Kf4,Take Pawn  ,Moved,,,0-1,1365,1495,competente,competente,competente
218,65,Nb8,Nf2+,Moved,Check,,,0-1,1365,1495,competente,competente,competente
218,66,Kd2,Ke4,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,67,Nxa6,Ng4,Take Pawn  ,Moved,,,0-1,1365,1495,competente,competente,competente
218,68,Nc5+,Kf5,Check,Moved,,,0-1,1365,1495,competente,competente,competente
218,69,a6,Nf6,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,70,a7,Ne4+,Moved,Check,,,0-1,1365,1495,competente,competente,competente
218,71,Nxe4,dxe4,Take Knight   ,Take Knight  ,,,0-1,1365,1495,competente,competente,competente
218,72,a8=Q,Kf4,Promoted  ,Moved,,,0-1,1365,1495,competente,competente,competente
218,73,Qf8+,Kg5,Check,Moved,,,0-1,1365,1495,competente,competente,competente
218,74,Ke3,Kg6,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,75,Kxe4,Kg5,Take Pawn  ,Moved,,,0-1,1365,1495,competente,competente,competente
218,76,d5,Kh5,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
218,77,d6,,Moved,Moved,,,0-1,1365,1495,competente,competente,competente
219,1,d4,Nf6,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,2,c4,e6,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,3,Nc3,Bb4,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,4,Bd2,c5,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,5,a3,Bxc3,Moved,Take Knight  ,,,1--0,1378,1254,competente,competente,competente
219,6,Bxc3,cxd4,Take Bishop   ,Take Pawn  ,,,1--0,1378,1254,competente,competente,competente
219,7,Bxd4,Nc6,Take Pawn  ,Moved,,,1--0,1378,1254,competente,competente,competente
219,8,Bc3,O-O,Moved,Castle  ,,,1--0,1378,1254,competente,competente,competente
219,9,e3,d5,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,10,c5,Ne4,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,11,Bd3,Nxc5,Moved,Take Pawn  ,,,1--0,1378,1254,competente,competente,competente
219,12,b4,Nxd3+,Moved,Take Bishop and check ,,,1--0,1378,1254,competente,competente,competente
219,13,Qxd3,a6,Take Knight   ,Moved,,,1--0,1378,1254,competente,competente,competente
219,14,Nf3,Re8,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,15,Bb2,e5,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,16,Nd2,e4,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,17,Qc3,Ne5,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,18,O-O,Qg5,Castle  ,Moved,,,1--0,1378,1254,competente,competente,competente
219,19,Qc7,Bh3,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,20,g3,Bxf1,Moved,Take Rook  ,,,1--0,1378,1254,competente,competente,competente
219,21,Kxf1,Nd3,Take Bishop   ,Moved,,,1--0,1378,1254,competente,competente,competente
219,22,Qc2,Qf5,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,23,Nb3,Rac8,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,24,Bc3,Rxc3,Moved,Take Bishop  ,,,1--0,1378,1254,competente,competente,competente
219,25,Qa2,Rec8,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,26,Nd4,Qh3+,Moved,Check,,,1--0,1378,1254,competente,competente,competente
219,27,Kg1,Ne5,Moved,Moved,,,1--0,1378,1254,competente,competente,competente
219,28,Qxd5,Rc1+,Take Pawn  ,Check,,,1--0,1378,1254,competente,competente,competente
219,29,Rxc1,Rxc1#,Take Rook  ,Take Rook  and mate,,,1--0,1378,1254,competente,competente,competente
220,1,e4,d5,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,2,exd5,Qxd5,Take Pawn  ,Take Pawn  ,,,1--0,1390,1245,competente,competente,competente
220,3,Nc3,Qe6+,Moved,Check,,,1--0,1390,1245,competente,competente,competente
220,4,Be2,Qg6,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,5,g3,Bf5,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,6,d3,Nc6,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,7,Nf3,O-O-O,Moved,Long Castle  ,,,1--0,1390,1245,competente,competente,competente
220,8,Nh4,Qe6,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,9,Nxf5,Qxf5,Take Bishop   ,Take Knight  ,,,1--0,1390,1245,competente,competente,competente
220,10,Bg4,Qxg4,Moved,Take Bishop  ,,,1--0,1390,1245,competente,competente,competente
220,11,Qxg4+,e6,Take Queen and check ,Moved,,,1--0,1390,1245,competente,competente,competente
220,12,Be3,Bd6,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,13,Nb5,Nf6,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,14,Qxg7,Nh5,Take Pawn  ,Moved,,,1--0,1390,1245,competente,competente,competente
220,15,Qc3,Ne5,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,16,Nxa7+,Kb8,Take Pawn and check ,Moved,,,1--0,1390,1245,competente,competente,competente
220,17,O-O-O,Nf3,Long Castle  ,Moved,,,1--0,1390,1245,competente,competente,competente
220,18,Qb3,b6,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,19,Nc6+,Kc8,Check,Moved,,,1--0,1390,1245,competente,competente,competente
220,20,Nxd8,Rxd8,Take Rook  ,Take Knight  ,,,1--0,1390,1245,competente,competente,competente
220,21,Qc3,e5,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,22,Bxb6,Nf6,Take Pawn  ,Moved,,,1--0,1390,1245,competente,competente,competente
220,23,h3,Nd5,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,24,Qc6,Nxb6,Moved,Take Bishop  ,,,1--0,1390,1245,competente,competente,competente
220,25,Qxf3,f5,Take Knight   ,Moved,,,1--0,1390,1245,competente,competente,competente
220,26,Qxf5+,Kb8,Take Pawn and check ,Moved,,,1--0,1390,1245,competente,competente,competente
220,27,Qxh7,Nd5,Take Pawn  ,Moved,,,1--0,1390,1245,competente,competente,competente
220,28,Qh4,Kc8,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,29,g4,Nf4,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,30,g5,Ne2+,Moved,Check,,,1--0,1390,1245,competente,competente,competente
220,31,Kb1,Bc5,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,32,g6,Nf4,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,33,g7,Bd4,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,34,Rhg1,Ne6,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,35,g8=Q,Rxg8,Promoted  ,Take Queen  ,,,1--0,1390,1245,competente,competente,competente
220,36,Rxg8+,Kd7,Take Rook and check ,Moved,,,1--0,1390,1245,competente,competente,competente
220,37,Qh7+,Kd6,Check,Moved,,,1--0,1390,1245,competente,competente,competente
220,38,c4,Bxf2,Moved,Take Pawn  ,,,1--0,1390,1245,competente,competente,competente
220,39,Rg6,Bd4,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,40,Qf7,Kc5,Moved,Moved,,,1--0,1390,1245,competente,competente,competente
220,41,Rxe6,Kb4,Take Knight   ,Moved,,,1--0,1390,1245,competente,competente,competente
220,42,Qxc7,e4,Take Pawn  ,Moved,,,1--0,1390,1245,competente,competente,competente
220,43,a3+,Ka4,Check,Moved,,,1--0,1390,1245,competente,competente,competente
220,44,Ra6+,Kb3,Check,Moved,,,1--0,1390,1245,competente,competente,competente
220,45,Qb7+,Bb6,Check,Moved,,,1--0,1390,1245,competente,competente,competente
220,46,Qxb6#,,Take Bishop  and mate ,Moved,,,1--0,1390,1245,competente,competente,competente
221,1,d4,h6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,2,c4,c6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,3,Nc3,a6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,4,e3,b6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,5,Bd3,Bb7,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,6,Nf3,d6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,7,O-O,Nd7,Castle  ,Moved,,,0-1,1238,1400,competente,competente,competente
221,8,e4,e6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,9,Be3,Ndf6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,10,b3,Ng4,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,11,h3,Nxe3,Moved,Take Bishop  ,,,0-1,1238,1400,competente,competente,competente
221,12,fxe3,Be7,Take Knight   ,Moved,,,0-1,1238,1400,competente,competente,competente
221,13,e5,dxe5,Moved,Take Pawn  ,,,0-1,1238,1400,competente,competente,competente
221,14,Nxe5,Bf6,Take Pawn  ,Moved,,,0-1,1238,1400,competente,competente,competente
221,15,Qf3,Rb8,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,16,Be4,Ne7,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,17,Ng4,Nc8,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,18,Bxc6+,Bxc6,Take Pawn and check ,Take Bishop  ,,,0-1,1238,1400,competente,competente,competente
221,19,Qxc6+,Kf8,Take Bishop and check  ,Moved,,,0-1,1238,1400,competente,competente,competente
221,20,Nxf6,gxf6,Take Bishop   ,Take Knight  ,,,0-1,1238,1400,competente,competente,competente
221,21,Rf2,Ne7,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,22,Qf3,Ng8,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,23,Ne4,f5,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,24,Raf1,Qe7,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,25,Qf4,Rb7,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,26,Nd6,Rd7,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,27,c5,Rh7,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,28,e4,Nf6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,29,exf5,Nd5,Take Pawn  ,Moved,,,0-1,1238,1400,competente,competente,competente
221,30,Qe4,Nf6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,31,Qf3,Rg7,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,32,fxe6,Qxe6,Take Pawn  ,Take Pawn  ,,,0-1,1238,1400,competente,competente,competente
221,33,Qxf6,Qxh3,Take Knight   ,Take Pawn  ,,,0-1,1238,1400,competente,competente,competente
221,34,Nf5,Rg6,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,35,Qh8+,Rg8,Check,Moved,,,0-1,1238,1400,competente,competente,competente
221,36,Qh7,Qg4,Moved,Moved,,,0-1,1238,1400,competente,competente,competente
221,37,Nxh6,Qh5,Take Pawn  ,Moved,,,0-1,1238,1400,competente,competente,competente
221,38,Qxg8+,,Take Rook and check ,Moved,,,0-1,1238,1400,competente,competente,competente
222,1,c4,g6,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,2,d4,Bg7,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,3,e4,e6,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,4,e5,d5,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,5,c5,c6,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,6,Bd2,Nd7,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,7,b4,Ne7,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,8,Bd3,b6,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,9,Ne2,bxc5,Moved,Take Pawn  ,,,1--0,1417,1392,competente,competente,competente
222,10,bxc5,a6,Take Pawn  ,Moved,,,1--0,1417,1392,competente,competente,competente
222,11,a4,Rb8,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,12,O-O,Bb7,Castle  ,Moved,,,1--0,1417,1392,competente,competente,competente
222,13,a5,O-O,Moved,Castle  ,,,1--0,1417,1392,competente,competente,competente
222,14,Nec3,Nf5,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,15,Be3,f6,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,16,Bxf5,exf5,Take Knight   ,Take Bishop  ,,,1--0,1417,1392,competente,competente,competente
222,17,exf6,Nxf6,Take Pawn  ,Take Pawn  ,,,1--0,1417,1392,competente,competente,competente
222,18,Nd2,Ne4,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,19,Ndxe4,fxe4,Take Knight   ,Take Knight  ,,,1--0,1417,1392,competente,competente,competente
222,20,Qd2,Bc8,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,21,Na4,Bf5,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,22,Nb6,Qe7,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,23,Qe2,Bf6,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,24,Qxa6,Qg7,Take Pawn  ,Moved,,,1--0,1417,1392,competente,competente,competente
222,25,Rad1,Ra8,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,26,Qe2,Rxa5,Moved,Take Pawn  ,,,1--0,1417,1392,competente,competente,competente
222,27,h3,Rb5,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,28,g4,Bd7,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,29,f4,Bd8,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,30,Nxd7,Qxd7,Take Bishop   ,Take Knight  ,,,1--0,1417,1392,competente,competente,competente
222,31,Rb1,Rxb1,Moved,Take Rook  ,,,1--0,1417,1392,competente,competente,competente
222,32,Rxb1,Bh4,Take Rook  ,Moved,,,1--0,1417,1392,competente,competente,competente
222,33,Kg2,Qa7,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,34,Qb2,h6,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,35,Qb7,Qxb7,Moved,Take Queen  ,,,1--0,1417,1392,competente,competente,competente
222,36,Rxb7,Ra8,Take Queen  ,Moved,,,1--0,1417,1392,competente,competente,competente
222,37,Kf1,Ra3,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,38,Bf2,Bxf2,Moved,Take Bishop  ,,,1--0,1417,1392,competente,competente,competente
222,39,Kxf2,Rxh3,Take Bishop   ,Take Pawn  ,,,1--0,1417,1392,competente,competente,competente
222,40,Rc7,e3+,Moved,Check,,,1--0,1417,1392,competente,competente,competente
222,41,Ke2,Rh4,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
222,42,Rxc6,Rxg4,Take Pawn  ,Take Pawn  ,,,1--0,1417,1392,competente,competente,competente
222,43,f5,gxf5,Moved,Take Pawn  ,,,1--0,1417,1392,competente,competente,competente
222,44,Rxh6,f4,Take Pawn  ,Moved,,,1--0,1417,1392,competente,competente,competente
222,45,c6,Rg7,Moved,Moved,,,1--0,1417,1392,competente,competente,competente
223,1,e4,c5,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,2,Nf3,d6,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,3,Bc4,Nc6,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,4,c3,e6,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,5,d4,cxd4,Moved,Take Pawn  ,,,0-1,1411,1280,competente,competente,competente
223,6,cxd4,Nf6,Take Pawn  ,Moved,,,0-1,1411,1280,competente,competente,competente
223,7,Nc3,d5,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,8,exd5,Nxd5,Take Pawn  ,Take Pawn  ,,,0-1,1411,1280,competente,competente,competente
223,9,Nxd5,exd5,Take Knight   ,Take Pawn  ,,,0-1,1411,1280,competente,competente,competente
223,10,Qe2+,Be6,Check,Moved,,,0-1,1411,1280,competente,competente,competente
223,11,Bb5,Be7,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,12,Ne5,Bd7,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,13,Nxd7,Qxd7,Take Bishop   ,Take Knight  ,,,0-1,1411,1280,competente,competente,competente
223,14,O-O,O-O,Castle  ,Castle  ,,,0-1,1411,1280,competente,competente,competente
223,15,Re1,Bf6,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,16,Qf3,a6,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,17,Ba4,b5,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,18,Bb3,Nxd4,Moved,Take Pawn  ,,,0-1,1411,1280,competente,competente,competente
223,19,Qxd5,Qxd5,Take Pawn  ,Take Queen  ,,,0-1,1411,1280,competente,competente,competente
223,20,Bxd5,Nc2,Take Queen  ,Moved,,,0-1,1411,1280,competente,competente,competente
223,21,Bxa8,Nxa1,Take Rook  ,Take Rook  ,,,0-1,1411,1280,competente,competente,competente
223,22,Be4,Re8,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,23,f3,Nc2,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,24,Bxh7+,Kf8,Take Pawn and check ,Moved,,,0-1,1411,1280,competente,competente,competente
223,25,Rxe8+,Kxe8,Take Rook and check ,Take Rook  ,,,0-1,1411,1280,competente,competente,competente
223,26,Bxc2,Kd7,Take Knight   ,Moved,,,0-1,1411,1280,competente,competente,competente
223,27,Kf2,Bd4+,Moved,Check,,,0-1,1411,1280,competente,competente,competente
223,28,Ke2,Kd6,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,29,g4,Kd5,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,30,Be4+,Ke5,Check,Moved,,,0-1,1411,1280,competente,competente,competente
223,31,b3,Bc3,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
223,32,h4,Bb4,Moved,Moved,,,0-1,1411,1280,competente,competente,competente
224,1,e4,b6,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,2,Nf3,Bb7,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,3,Nc3,g6,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,4,d4,Bg7,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,5,Bd3,e6,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,6,O-O,Ne7,Castle  ,Moved,,,1--0,1425,1403,competente,competente,competente
224,7,Be3,O-O,Moved,Castle  ,,,1--0,1425,1403,competente,competente,competente
224,8,Rb1,d5,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,9,e5,Nd7,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,10,Qd2,c5,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,11,Bh6,cxd4,Moved,Take Pawn  ,,,1--0,1425,1403,competente,competente,competente
224,12,Bxg7,dxc3,Take Bishop   ,Take Knight  ,,,1--0,1425,1403,competente,competente,competente
224,13,Qh6,Nf5,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,14,Bxf5,exf5,Take Knight   ,Take Bishop  ,,,1--0,1425,1403,competente,competente,competente
224,15,Ng5,Qxg5,Moved,Take Knight  ,,,1--0,1425,1403,competente,competente,competente
224,16,Qxg5,Kxg7,Take Queen  ,Take Bishop  ,,,1--0,1425,1403,competente,competente,competente
224,17,bxc3,Nxe5,Take Pawn  ,Take Pawn  ,,,1--0,1425,1403,competente,competente,competente
224,18,Qe7,Nf3+,Moved,Check,,,1--0,1425,1403,competente,competente,competente
224,19,gxf3,Ba6,Take Knight   ,Moved,,,1--0,1425,1403,competente,competente,competente
224,20,Rfd1,Bc4,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,21,Re1,Bxa2,Moved,Take Pawn  ,,,1--0,1425,1403,competente,competente,competente
224,22,Rbd1,Bc4,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,23,Qc7,b5,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,24,Re7,a5,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,25,Rde1,a4,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,26,Qb7,Rab8,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,27,Qc7,Ra8,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,28,Qe5+,Kg8,Check,Moved,,,1--0,1425,1403,competente,competente,competente
224,29,Rb7,a3,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,30,Qf6,a2,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,31,Ra1,Rae8,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,32,Kg2,Re2,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,33,Qb6,Rxc2,Moved,Take Pawn  ,,,1--0,1425,1403,competente,competente,competente
224,34,Ra7,Rb2,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,35,Qd4,Rb1,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,36,R1xa2,Bxa2,Take Pawn  ,Take Rook  ,,,1--0,1425,1403,competente,competente,competente
224,37,Rxa2,Rd8,Take Bishop   ,Moved,,,1--0,1425,1403,competente,competente,competente
224,38,Re2,Rb3,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,39,Re5,Rb2,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,40,Rxd5,Rxd5,Take Pawn  ,Take Rook  ,,,1--0,1425,1403,competente,competente,competente
224,41,Qxd5,b4,Take Rook  ,Moved,,,1--0,1425,1403,competente,competente,competente
224,42,Qd8+,Kg7,Check,Moved,,,1--0,1425,1403,competente,competente,competente
224,43,Qd4+,Kg8,Check,Moved,,,1--0,1425,1403,competente,competente,competente
224,44,cxb4,Rb1,Take Pawn  ,Moved,,,1--0,1425,1403,competente,competente,competente
224,45,Qd8+,Kg7,Check,Moved,,,1--0,1425,1403,competente,competente,competente
224,46,Qb6,h5,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,47,b5,g5,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,48,Qd4+,f6,Check,Moved,,,1--0,1425,1403,competente,competente,competente
224,49,b6,Kg6,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,50,Qc5,g4,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,51,Qc7,gxf3+,Moved,Take Pawn and check ,,,1--0,1425,1403,competente,competente,competente
224,52,Kxf3,Rb3+,Take Pawn  ,Check,,,1--0,1425,1403,competente,competente,competente
224,53,Kg2,h4,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,54,b7,h3+,Moved,Check,,,1--0,1425,1403,competente,competente,competente
224,55,Kf1,Rb1+,Moved,Check,,,1--0,1425,1403,competente,competente,competente
224,56,Ke2,Rb2+,Moved,Check,,,1--0,1425,1403,competente,competente,competente
224,57,Kd3,Rb3+,Moved,Check,,,1--0,1425,1403,competente,competente,competente
224,58,Kc2,Rb4,Moved,Moved,,,1--0,1425,1403,competente,competente,competente
224,59,Qg3+,Rg4,Check,Moved,,,1--0,1425,1403,competente,competente,competente
224,60,Qxg4+,fxg4,Take Rook and check ,Take Queen  ,,,1--0,1425,1403,competente,competente,competente
225,1,e4,c5,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,2,Nf3,Nc6,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,3,c3,e6,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,4,d4,cxd4,Moved,Take Pawn  ,,,1--0,1438,1388,competente,competente,competente
225,5,cxd4,Nf6,Take Pawn  ,Moved,,,1--0,1438,1388,competente,competente,competente
225,6,Nc3,Bb4,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,7,Bd3,O-O,Moved,Castle  ,,,1--0,1438,1388,competente,competente,competente
225,8,Bg5,h6,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,9,Be3,d5,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,10,e5,Ng4,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,11,O-O,Nxe3,Castle  ,Take Bishop  ,,,1--0,1438,1388,competente,competente,competente
225,12,fxe3,Bxc3,Take Knight   ,Take Knight  ,,,1--0,1438,1388,competente,competente,competente
225,13,bxc3,a6,Take Bishop   ,Moved,,,1--0,1438,1388,competente,competente,competente
225,14,e4,b5,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,15,exd5,Qxd5,Take Pawn  ,Take Pawn  ,,,1--0,1438,1388,competente,competente,competente
225,16,Bc2,Bb7,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,17,Qd3,g6,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,18,Nh4,Ne7,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,19,Rf2,Nf5,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,20,Nxf5,exf5,Take Knight   ,Take Knight  ,,,1--0,1438,1388,competente,competente,competente
225,21,Raf1,Rae8,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,22,Qg3,Kh7,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,23,Rf4,Rg8,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,24,Bb3,Qd7,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,25,Bc2,Rg7,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,26,R4f2,Reg8,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
225,27,Qe3,Qe6,Moved,Moved,,,1--0,1438,1388,competente,competente,competente
